"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"项目名称：万集接口自动化测试","店铺模块","查询新增门店列表接口","0","0","1","0","0"
"项目名称：万集接口自动化测试","登录模块","登录接口","5","0","1","0","0"
"项目名称：万集接口自动化测试","门店模块","新增门店接口","0","0","3","0","0"
"项目名称：万集接口自动化测试","店铺模块","查看门店接口","0","0","1","0","0"
"项目名称：万集接口自动化测试","店铺模块","上下架门店接口","0","0","2","0","0"
"项目名称：万集接口自动化测试","店铺模块","删除门店","0","0","1","0","0"
